HCHO reading,Location,Current Date,Next Date
0.00017218,Colombo Proper,12/1/2021,12/2/2021
0.000152704,Colombo Proper,12/2/2021,12/3/2021
0.00028923,Colombo Proper,12/3/2021,12/4/2021
0.000165792,Colombo Proper,12/4/2021,12/5/2021
0.000198065,Colombo Proper,12/5/2021,12/6/2021
0.000166804,Colombo Proper,12/6/2021,12/7/2021
0.00024536,Colombo Proper,12/7/2021,12/8/2021
0.000199545,Colombo Proper,12/8/2021,12/9/2021
0.0003044,Colombo Proper,12/9/2021,12/10/2021
0.000228926,Colombo Proper,12/10/2021,12/11/2021
0.000205677,Colombo Proper,12/11/2021,12/12/2021
0.000298473,Colombo Proper,12/12/2021,12/13/2021
,Colombo Proper,12/13/2021,12/14/2021
,Colombo Proper,12/14/2021,12/15/2021
,Colombo Proper,12/15/2021,12/16/2021
9.83E-05,Colombo Proper,12/16/2021,12/17/2021
9.76E-05,Colombo Proper,12/17/2021,12/18/2021
9.30E-05,Colombo Proper,12/18/2021,12/19/2021
0.000264662,Colombo Proper,12/19/2021,12/20/2021
,Colombo Proper,12/20/2021,12/21/2021
0.000172313,Colombo Proper,12/21/2021,12/22/2021
0.000206114,Colombo Proper,12/22/2021,12/23/2021
0.000302373,Colombo Proper,12/23/2021,12/24/2021
0.000234915,Colombo Proper,12/24/2021,12/25/2021
0.00021882,Colombo Proper,12/25/2021,12/26/2021
0.000335419,Colombo Proper,12/26/2021,12/27/2021
0.000244952,Colombo Proper,12/27/2021,12/28/2021
0.000245058,Colombo Proper,12/28/2021,12/29/2021
0.000186133,Colombo Proper,12/29/2021,12/30/2021
0.000127443,Colombo Proper,12/30/2021,12/31/2021
0.000145783,Colombo Proper,12/31/2021,1/1/2022
0.000273201,Colombo Proper,1/1/2022,1/2/2022
0.000214003,Colombo Proper,1/2/2022,1/3/2022
,Colombo Proper,1/3/2022,1/4/2022
,Colombo Proper,1/4/2022,1/5/2022
,Colombo Proper,1/5/2022,1/6/2022
0.00030658,Colombo Proper,1/6/2022,1/7/2022
0.000148195,Colombo Proper,1/7/2022,1/8/2022
0.000152476,Colombo Proper,1/8/2022,1/9/2022
0.000145207,Colombo Proper,1/9/2022,1/10/2022
,Colombo Proper,1/10/2022,1/11/2022
0.000189977,Colombo Proper,1/11/2022,1/12/2022
0.000199352,Colombo Proper,1/12/2022,1/13/2022
0.000305454,Colombo Proper,1/13/2022,1/14/2022
0.000258337,Colombo Proper,1/14/2022,1/15/2022
0.000210472,Colombo Proper,1/15/2022,1/16/2022
0.000301216,Colombo Proper,1/16/2022,1/17/2022
0.000224522,Colombo Proper,1/17/2022,1/18/2022
0.000214222,Colombo Proper,1/18/2022,1/19/2022
0.000220237,Colombo Proper,1/19/2022,1/20/2022
0.000128333,Colombo Proper,1/20/2022,1/21/2022
,Colombo Proper,1/21/2022,1/22/2022
0.000277461,Colombo Proper,1/22/2022,1/23/2022
0.000193598,Colombo Proper,1/23/2022,1/24/2022
0.000171317,Colombo Proper,1/24/2022,1/25/2022
0.000183471,Colombo Proper,1/25/2022,1/26/2022
0.000213114,Colombo Proper,1/26/2022,1/27/2022
0.000270903,Colombo Proper,1/27/2022,1/28/2022
0.00019627,Colombo Proper,1/28/2022,1/29/2022
0.00027286,Colombo Proper,1/29/2022,1/30/2022
0.000316552,Colombo Proper,1/30/2022,1/31/2022
0.000295465,Colombo Proper,1/31/2022,2/1/2022
0.000292405,Colombo Proper,2/1/2022,2/2/2022
0.000246902,Colombo Proper,2/2/2022,2/3/2022
3.58E-07,Colombo Proper,2/3/2022,2/4/2022
0.000205984,Colombo Proper,2/4/2022,2/5/2022
0.000338689,Colombo Proper,2/5/2022,2/6/2022
,Colombo Proper,2/6/2022,2/7/2022
0.000650063,Colombo Proper,2/7/2022,2/8/2022
0.000149503,Colombo Proper,2/8/2022,2/9/2022
0.000293241,Colombo Proper,2/9/2022,2/10/2022
,Colombo Proper,2/10/2022,2/11/2022
,Colombo Proper,2/11/2022,2/12/2022
0.00024929,Colombo Proper,2/12/2022,2/13/2022
0.000183281,Colombo Proper,2/13/2022,2/14/2022
6.94E-05,Colombo Proper,2/14/2022,2/15/2022
0.000244953,Colombo Proper,2/15/2022,2/16/2022
0.000311839,Colombo Proper,2/16/2022,2/17/2022
0.000207689,Colombo Proper,2/17/2022,2/18/2022
0.000298993,Colombo Proper,2/18/2022,2/19/2022
,Colombo Proper,2/19/2022,2/20/2022
0.000167836,Colombo Proper,2/20/2022,2/21/2022
0.000263851,Colombo Proper,2/21/2022,2/22/2022
,Colombo Proper,2/22/2022,2/23/2022
0.000235366,Colombo Proper,2/23/2022,2/24/2022
0.000258137,Colombo Proper,2/24/2022,2/25/2022
0.000304766,Colombo Proper,2/25/2022,2/26/2022
0.000185272,Colombo Proper,2/26/2022,2/27/2022
0.000186951,Colombo Proper,2/27/2022,2/28/2022
0.000168171,Colombo Proper,2/28/2022,3/1/2022
0.000333657,Colombo Proper,3/1/2022,3/2/2022
,Colombo Proper,3/2/2022,3/3/2022
,Colombo Proper,3/3/2022,3/4/2022
0.000130608,Colombo Proper,3/4/2022,3/5/2022
0.000236731,Colombo Proper,3/5/2022,3/6/2022
0.000124463,Colombo Proper,3/6/2022,3/7/2022
0.00025414,Colombo Proper,3/7/2022,3/8/2022
0.000291689,Colombo Proper,3/8/2022,3/9/2022
0.00041512,Colombo Proper,3/9/2022,3/10/2022
,Colombo Proper,3/10/2022,3/11/2022
0.000364047,Colombo Proper,3/11/2022,3/12/2022
0.000252557,Colombo Proper,3/12/2022,3/13/2022
0.00024231,Colombo Proper,3/13/2022,3/14/2022
0.000206626,Colombo Proper,3/14/2022,3/15/2022
,Colombo Proper,3/15/2022,3/16/2022
,Colombo Proper,3/16/2022,3/17/2022
0.00014083,Colombo Proper,3/17/2022,3/18/2022
0.00018605,Colombo Proper,3/18/2022,3/19/2022
0.000131904,Colombo Proper,3/19/2022,3/20/2022
5.95E-05,Colombo Proper,3/20/2022,3/21/2022
0.00022398,Colombo Proper,3/21/2022,3/22/2022
0.000108542,Colombo Proper,3/22/2022,3/23/2022
9.19E-05,Colombo Proper,3/23/2022,3/24/2022
0.000159677,Colombo Proper,3/24/2022,3/25/2022
0.000285068,Colombo Proper,3/25/2022,3/26/2022
,Colombo Proper,3/26/2022,3/27/2022
0.000249042,Colombo Proper,3/27/2022,3/28/2022
0.000211304,Colombo Proper,3/28/2022,3/29/2022
0.000198089,Colombo Proper,3/29/2022,3/30/2022
0.000131276,Colombo Proper,3/30/2022,3/31/2022
0.000155555,Colombo Proper,3/31/2022,4/1/2022
0.000176193,Colombo Proper,4/1/2022,4/2/2022
0.000140596,Colombo Proper,4/2/2022,4/3/2022
0.000170357,Colombo Proper,4/3/2022,4/4/2022
0.000229769,Colombo Proper,4/4/2022,4/5/2022
5.00E-05,Colombo Proper,4/5/2022,4/6/2022
0.000162993,Colombo Proper,4/6/2022,4/7/2022
0.000185794,Colombo Proper,4/7/2022,4/8/2022
,Colombo Proper,4/8/2022,4/9/2022
,Colombo Proper,4/9/2022,4/10/2022
,Colombo Proper,4/10/2022,4/11/2022
,Colombo Proper,4/11/2022,4/12/2022
,Colombo Proper,4/12/2022,4/13/2022
0.000304472,Colombo Proper,4/13/2022,4/14/2022
8.21E-05,Colombo Proper,4/14/2022,4/15/2022
7.75E-05,Colombo Proper,4/15/2022,4/16/2022
0.000151585,Colombo Proper,4/16/2022,4/17/2022
7.89E-05,Colombo Proper,4/17/2022,4/18/2022
0.000118469,Colombo Proper,4/18/2022,4/19/2022
,Colombo Proper,4/19/2022,4/20/2022
0.000161382,Colombo Proper,4/20/2022,4/21/2022
0.000221716,Colombo Proper,4/21/2022,4/22/2022
,Colombo Proper,4/22/2022,4/23/2022
0.00019548,Colombo Proper,4/23/2022,4/24/2022
0.000103041,Colombo Proper,4/24/2022,4/25/2022
,Colombo Proper,4/25/2022,4/26/2022
0.000145476,Colombo Proper,4/26/2022,4/27/2022
,Colombo Proper,4/27/2022,4/28/2022
0.000170225,Colombo Proper,4/28/2022,4/29/2022
0.000121086,Colombo Proper,4/29/2022,4/30/2022
0.000122773,Colombo Proper,4/30/2022,5/1/2022
0.000381053,Colombo Proper,5/1/2022,5/2/2022
2.51E-05,Colombo Proper,5/2/2022,5/3/2022
0.000255782,Colombo Proper,5/3/2022,5/4/2022
0.000132432,Colombo Proper,5/4/2022,5/5/2022
0.00027845,Colombo Proper,5/5/2022,5/6/2022
,Colombo Proper,5/6/2022,5/7/2022
0.000124579,Colombo Proper,5/7/2022,5/8/2022
5.52E-05,Colombo Proper,5/8/2022,5/9/2022
0.000273683,Colombo Proper,5/9/2022,5/10/2022
0.000273861,Colombo Proper,5/10/2022,5/11/2022
0.000178574,Colombo Proper,5/11/2022,5/12/2022
,Colombo Proper,5/12/2022,5/13/2022
,Colombo Proper,5/13/2022,5/14/2022
,Colombo Proper,5/14/2022,5/15/2022
8.31E-05,Colombo Proper,5/15/2022,5/16/2022
0.000119186,Colombo Proper,5/16/2022,5/17/2022
6.19E-05,Colombo Proper,5/17/2022,5/18/2022
0.000169428,Colombo Proper,5/18/2022,5/19/2022
0.000101856,Colombo Proper,5/19/2022,5/20/2022
0.000126985,Colombo Proper,5/20/2022,5/21/2022
0.000103545,Colombo Proper,5/21/2022,5/22/2022
0.000107968,Colombo Proper,5/22/2022,5/23/2022
7.45E-05,Colombo Proper,5/23/2022,5/24/2022
-1.53E-06,Colombo Proper,5/24/2022,5/25/2022
0.000123835,Colombo Proper,5/25/2022,5/26/2022
,Colombo Proper,5/26/2022,5/27/2022
,Colombo Proper,5/27/2022,5/28/2022
,Colombo Proper,5/28/2022,5/29/2022
,Colombo Proper,5/29/2022,5/30/2022
,Colombo Proper,5/30/2022,5/31/2022
,Colombo Proper,5/31/2022,6/1/2022
,Colombo Proper,6/1/2022,6/2/2022
0.000183585,Colombo Proper,6/2/2022,6/3/2022
0.000150307,Colombo Proper,6/3/2022,6/4/2022
9.41E-05,Colombo Proper,6/4/2022,6/5/2022
0.000123758,Colombo Proper,6/5/2022,6/6/2022
0.000168204,Colombo Proper,6/6/2022,6/7/2022
,Colombo Proper,6/7/2022,6/8/2022
4.12E-05,Colombo Proper,6/8/2022,6/9/2022
-8.42E-06,Colombo Proper,6/9/2022,6/10/2022
0.000133666,Colombo Proper,6/10/2022,6/11/2022
,Colombo Proper,6/11/2022,6/12/2022
,Colombo Proper,6/12/2022,6/13/2022
2.58E-05,Colombo Proper,6/13/2022,6/14/2022
0.000121177,Colombo Proper,6/14/2022,6/15/2022
0.000244996,Colombo Proper,6/15/2022,6/16/2022
,Colombo Proper,6/16/2022,6/17/2022
0.000128328,Colombo Proper,6/17/2022,6/18/2022
0.000109771,Colombo Proper,6/18/2022,6/19/2022
0.000144456,Colombo Proper,6/19/2022,6/20/2022
5.60E-05,Colombo Proper,6/20/2022,6/21/2022
0.000128207,Colombo Proper,6/21/2022,6/22/2022
0.000107835,Colombo Proper,6/22/2022,6/23/2022
0.000104168,Colombo Proper,6/23/2022,6/24/2022
,Colombo Proper,6/24/2022,6/25/2022
3.92E-05,Colombo Proper,6/25/2022,6/26/2022
0.000125373,Colombo Proper,6/26/2022,6/27/2022
7.71E-05,Colombo Proper,6/27/2022,6/28/2022
7.23E-05,Colombo Proper,6/28/2022,6/29/2022
0.000163323,Colombo Proper,6/29/2022,6/30/2022
,Colombo Proper,6/30/2022,7/1/2022
7.55E-05,Colombo Proper,7/1/2022,7/2/2022
9.99E-05,Colombo Proper,7/2/2022,7/3/2022
,Colombo Proper,7/3/2022,7/4/2022
5.61E-05,Colombo Proper,7/4/2022,7/5/2022
0.000130593,Colombo Proper,7/5/2022,7/6/2022
,Colombo Proper,7/6/2022,7/7/2022
,Colombo Proper,7/7/2022,7/8/2022
7.67E-05,Colombo Proper,7/8/2022,7/9/2022
8.21E-05,Colombo Proper,7/9/2022,7/10/2022
,Colombo Proper,7/10/2022,7/11/2022
,Colombo Proper,7/11/2022,7/12/2022
6.70E-06,Colombo Proper,7/12/2022,7/13/2022
5.65E-05,Colombo Proper,7/13/2022,7/14/2022
0.000104458,Colombo Proper,7/14/2022,7/15/2022
,Colombo Proper,7/15/2022,7/16/2022
,Colombo Proper,7/16/2022,7/17/2022
,Colombo Proper,7/17/2022,7/18/2022
,Colombo Proper,7/18/2022,7/19/2022
,Colombo Proper,7/19/2022,7/20/2022
0.000138396,Colombo Proper,7/20/2022,7/21/2022
,Colombo Proper,7/21/2022,7/22/2022
,Colombo Proper,7/22/2022,7/23/2022
8.82E-05,Colombo Proper,7/23/2022,7/24/2022
,Colombo Proper,7/24/2022,7/25/2022
4.31E-05,Colombo Proper,7/25/2022,7/26/2022
0.00020919,Colombo Proper,7/26/2022,7/27/2022
,Colombo Proper,7/27/2022,7/28/2022
0.000272943,Colombo Proper,7/28/2022,7/29/2022
,Colombo Proper,7/29/2022,7/30/2022
0.000120287,Colombo Proper,7/30/2022,7/31/2022
3.97E-05,Colombo Proper,7/31/2022,8/1/2022
,Colombo Proper,8/1/2022,8/2/2022
,Colombo Proper,8/2/2022,8/3/2022
,Colombo Proper,8/3/2022,8/4/2022
,Colombo Proper,8/4/2022,8/5/2022
0.000187184,Colombo Proper,8/5/2022,8/6/2022
-8.89E-05,Colombo Proper,8/6/2022,8/7/2022
0.000118662,Colombo Proper,8/7/2022,8/8/2022
0.000117325,Colombo Proper,8/8/2022,8/9/2022
3.58E-05,Colombo Proper,8/9/2022,8/10/2022
0.000117527,Colombo Proper,8/10/2022,8/11/2022
5.02E-05,Colombo Proper,8/11/2022,8/12/2022
9.90E-05,Colombo Proper,8/12/2022,8/13/2022
0.00011939,Colombo Proper,8/13/2022,8/14/2022
0.000144861,Colombo Proper,8/14/2022,8/15/2022
0.000198398,Colombo Proper,8/15/2022,8/16/2022
0.000227159,Colombo Proper,8/16/2022,8/17/2022
,Colombo Proper,8/17/2022,8/18/2022
0.000154489,Colombo Proper,8/18/2022,8/19/2022
0.000129305,Colombo Proper,8/19/2022,8/20/2022
8.63E-05,Colombo Proper,8/20/2022,8/21/2022
1.50E-05,Colombo Proper,8/21/2022,8/22/2022
5.01E-05,Colombo Proper,8/22/2022,8/23/2022
0.000128312,Colombo Proper,8/23/2022,8/24/2022
4.45E-05,Colombo Proper,8/24/2022,8/25/2022
0.000101164,Colombo Proper,8/25/2022,8/26/2022
,Colombo Proper,8/26/2022,8/27/2022
,Colombo Proper,8/27/2022,8/28/2022
4.62E-05,Colombo Proper,8/28/2022,8/29/2022
6.69E-05,Colombo Proper,8/29/2022,8/30/2022
0.000285489,Colombo Proper,8/30/2022,8/31/2022
,Colombo Proper,8/31/2022,9/1/2022
1.57E-05,Colombo Proper,9/1/2022,9/2/2022
,Colombo Proper,9/2/2022,9/3/2022
0.00016416,Colombo Proper,9/3/2022,9/4/2022
8.96E-05,Colombo Proper,9/4/2022,9/5/2022
,Colombo Proper,9/5/2022,9/6/2022
-6.79E-07,Colombo Proper,9/6/2022,9/7/2022
,Colombo Proper,9/7/2022,9/8/2022
-9.76E-05,Colombo Proper,9/8/2022,9/9/2022
0.000201137,Colombo Proper,9/9/2022,9/10/2022
9.53E-05,Colombo Proper,9/10/2022,9/11/2022
2.97E-05,Colombo Proper,9/11/2022,9/12/2022
0.000117942,Colombo Proper,9/12/2022,9/13/2022
-2.81E-05,Colombo Proper,9/13/2022,9/14/2022
0.000119456,Colombo Proper,9/14/2022,9/15/2022
0.000118353,Colombo Proper,9/15/2022,9/16/2022
6.68E-05,Colombo Proper,9/16/2022,9/17/2022
0.00011779,Colombo Proper,9/17/2022,9/18/2022
,Colombo Proper,9/18/2022,9/19/2022
,Colombo Proper,9/19/2022,9/20/2022
6.78E-05,Colombo Proper,9/20/2022,9/21/2022
9.97E-05,Colombo Proper,9/21/2022,9/22/2022
-8.36E-06,Colombo Proper,9/22/2022,9/23/2022
4.33E-05,Colombo Proper,9/23/2022,9/24/2022
0.000114248,Colombo Proper,9/24/2022,9/25/2022
0.000126423,Colombo Proper,9/25/2022,9/26/2022
0.000119847,Colombo Proper,9/26/2022,9/27/2022
8.92E-05,Colombo Proper,9/27/2022,9/28/2022
9.77E-05,Colombo Proper,9/28/2022,9/29/2022
-3.93E-05,Colombo Proper,9/29/2022,9/30/2022
,Colombo Proper,9/30/2022,10/1/2022
4.89E-05,Colombo Proper,10/1/2022,10/2/2022
0.000133739,Colombo Proper,10/2/2022,10/3/2022
,Colombo Proper,10/3/2022,10/4/2022
0.000222096,Colombo Proper,10/4/2022,10/5/2022
0.000112331,Colombo Proper,10/5/2022,10/6/2022
0.000120096,Colombo Proper,10/6/2022,10/7/2022
,Colombo Proper,10/7/2022,10/8/2022
0.000159488,Colombo Proper,10/8/2022,10/9/2022
3.74E-05,Colombo Proper,10/9/2022,10/10/2022
0.000141914,Colombo Proper,10/10/2022,10/11/2022
6.09E-05,Colombo Proper,10/11/2022,10/12/2022
,Colombo Proper,10/12/2022,10/13/2022
,Colombo Proper,10/13/2022,10/14/2022
,Colombo Proper,10/14/2022,10/15/2022
,Colombo Proper,10/15/2022,10/16/2022
-3.32E-05,Colombo Proper,10/16/2022,10/17/2022
,Colombo Proper,10/17/2022,10/18/2022
,Colombo Proper,10/18/2022,10/19/2022
0.000137093,Colombo Proper,10/19/2022,10/20/2022
7.30E-05,Colombo Proper,10/20/2022,10/21/2022
,Colombo Proper,10/21/2022,10/22/2022
,Colombo Proper,10/22/2022,10/23/2022
,Colombo Proper,10/23/2022,10/24/2022
,Colombo Proper,10/24/2022,10/25/2022
8.68E-05,Colombo Proper,10/25/2022,10/26/2022
0.000173441,Colombo Proper,10/26/2022,10/27/2022
0.0001996,Colombo Proper,10/27/2022,10/28/2022
0.000179255,Colombo Proper,10/28/2022,10/29/2022
0.000276188,Colombo Proper,10/29/2022,10/30/2022
0.000130972,Colombo Proper,10/30/2022,10/31/2022
0.000111914,Colombo Proper,10/31/2022,11/1/2022
,Colombo Proper,11/1/2022,11/2/2022
3.08E-05,Colombo Proper,11/2/2022,11/3/2022
0.000434386,Colombo Proper,11/3/2022,11/4/2022
8.56E-05,Colombo Proper,11/4/2022,11/5/2022
,Colombo Proper,11/5/2022,11/6/2022
0.000222722,Colombo Proper,11/6/2022,11/7/2022
,Colombo Proper,11/7/2022,11/8/2022
0.000172313,Colombo Proper,11/8/2022,11/9/2022
0.000141347,Colombo Proper,11/9/2022,11/10/2022
,Colombo Proper,11/10/2022,11/11/2022
,Colombo Proper,11/11/2022,11/12/2022
,Colombo Proper,11/12/2022,11/13/2022
0.000103661,Colombo Proper,11/13/2022,11/14/2022
0.000149101,Colombo Proper,11/14/2022,11/15/2022
,Colombo Proper,11/15/2022,11/16/2022
0.0002833,Colombo Proper,11/16/2022,11/17/2022
0.000144238,Colombo Proper,11/17/2022,11/18/2022
0.000190444,Colombo Proper,11/18/2022,11/19/2022
,Colombo Proper,11/19/2022,11/20/2022
,Colombo Proper,11/20/2022,11/21/2022
,Colombo Proper,11/21/2022,11/22/2022
0.00015113,Colombo Proper,11/22/2022,11/23/2022
7.86E-05,Colombo Proper,11/23/2022,11/24/2022
0.00010409,Colombo Proper,11/24/2022,11/25/2022
9.99E-05,Colombo Proper,11/25/2022,11/26/2022
0.000208101,Colombo Proper,11/26/2022,11/27/2022
0.000193524,Colombo Proper,11/27/2022,11/28/2022
8.14E-05,Colombo Proper,11/28/2022,11/29/2022
0.000241966,Colombo Proper,11/29/2022,11/30/2022
0.000190076,Colombo Proper,11/30/2022,12/1/2022
0.000226752,Colombo Proper,12/1/2022,12/2/2022
0.000187343,Colombo Proper,12/2/2022,12/3/2022
0.000146516,Colombo Proper,12/3/2022,12/4/2022
9.46E-05,Colombo Proper,12/4/2022,12/5/2022
0.000182083,Colombo Proper,12/5/2022,12/6/2022
0.000128473,Colombo Proper,12/6/2022,12/7/2022
,Colombo Proper,12/7/2022,12/8/2022
,Colombo Proper,12/8/2022,12/9/2022
,Colombo Proper,12/9/2022,12/10/2022
,Colombo Proper,12/10/2022,12/11/2022
,Colombo Proper,12/11/2022,12/12/2022
,Colombo Proper,12/12/2022,12/13/2022
0.000156869,Colombo Proper,12/13/2022,12/14/2022
0.000245994,Colombo Proper,12/14/2022,12/15/2022
6.55E-05,Colombo Proper,12/15/2022,12/16/2022
0.000191861,Colombo Proper,12/16/2022,12/17/2022
0.000252298,Colombo Proper,12/17/2022,12/18/2022
,Colombo Proper,12/18/2022,12/19/2022
,Colombo Proper,12/19/2022,12/20/2022
0.000124861,Colombo Proper,12/20/2022,12/21/2022
,Colombo Proper,12/21/2022,12/22/2022
0.00019359,Colombo Proper,12/22/2022,12/23/2022
,Colombo Proper,12/23/2022,12/24/2022
1.80E-05,Colombo Proper,12/24/2022,12/25/2022
,Colombo Proper,12/25/2022,12/26/2022
0.000110603,Colombo Proper,12/26/2022,12/27/2022
0.000167807,Colombo Proper,12/27/2022,12/28/2022
0.000170207,Colombo Proper,12/28/2022,12/29/2022
0.00029778,Colombo Proper,12/29/2022,12/30/2022
0.000225956,Colombo Proper,12/30/2022,12/31/2022
0.000477009,Colombo Proper,12/31/2022,1/1/2023
0.000219533,Colombo Proper,1/1/2023,1/2/2023
0.000210073,Colombo Proper,1/2/2023,1/3/2023
0.000159901,Colombo Proper,1/3/2023,1/4/2023
0.000242295,Colombo Proper,1/4/2023,1/5/2023
0.000276717,Colombo Proper,1/5/2023,1/6/2023
6.86E-05,Colombo Proper,1/6/2023,1/7/2023
,Colombo Proper,1/7/2023,1/8/2023
,Colombo Proper,1/8/2023,1/9/2023
0.000142882,Colombo Proper,1/9/2023,1/10/2023
0.000120988,Colombo Proper,1/10/2023,1/11/2023
0.000221139,Colombo Proper,1/11/2023,1/12/2023
0.000230653,Colombo Proper,1/12/2023,1/13/2023
0.000318873,Colombo Proper,1/13/2023,1/14/2023
0.000209818,Colombo Proper,1/14/2023,1/15/2023
0.000239852,Colombo Proper,1/15/2023,1/16/2023
0.000272341,Colombo Proper,1/16/2023,1/17/2023
,Colombo Proper,1/17/2023,1/18/2023
0.000257152,Colombo Proper,1/18/2023,1/19/2023
0.000266753,Colombo Proper,1/19/2023,1/20/2023
0.000194433,Colombo Proper,1/20/2023,1/21/2023
,Colombo Proper,1/21/2023,1/22/2023
,Colombo Proper,1/22/2023,1/23/2023
,Colombo Proper,1/23/2023,1/24/2023
,Colombo Proper,1/24/2023,1/25/2023
0.000159528,Colombo Proper,1/25/2023,1/26/2023
0.000257019,Colombo Proper,1/26/2023,1/27/2023
0.000239213,Colombo Proper,1/27/2023,1/28/2023
0.000101422,Colombo Proper,1/28/2023,1/29/2023
0.00014694,Colombo Proper,1/29/2023,1/30/2023
,Colombo Proper,1/30/2023,1/31/2023
,Colombo Proper,1/31/2023,2/1/2023
,Colombo Proper,2/1/2023,2/2/2023
,Colombo Proper,2/2/2023,2/3/2023
,Colombo Proper,2/3/2023,2/4/2023
0.00033878,Colombo Proper,2/4/2023,2/5/2023
7.44E-05,Colombo Proper,2/5/2023,2/6/2023
,Colombo Proper,2/6/2023,2/7/2023
-3.55E-05,Colombo Proper,2/7/2023,2/8/2023
0.000295547,Colombo Proper,2/8/2023,2/9/2023
,Colombo Proper,2/9/2023,2/10/2023
0.000186264,Colombo Proper,2/10/2023,2/11/2023
0.000239062,Colombo Proper,2/11/2023,2/12/2023
0.000288794,Colombo Proper,2/12/2023,2/13/2023
0.000474736,Colombo Proper,2/13/2023,2/14/2023
0.000179861,Colombo Proper,2/14/2023,2/15/2023
0.000160796,Colombo Proper,2/15/2023,2/16/2023
0.000271753,Colombo Proper,2/16/2023,2/17/2023
0.000151883,Colombo Proper,2/17/2023,2/18/2023
0.000204881,Colombo Proper,2/18/2023,2/19/2023
0.000186274,Colombo Proper,2/19/2023,2/20/2023
,Colombo Proper,2/20/2023,2/21/2023
0.000119632,Colombo Proper,2/21/2023,2/22/2023
0.000210889,Colombo Proper,2/22/2023,2/23/2023
0.000220937,Colombo Proper,2/23/2023,2/24/2023
0.000312057,Colombo Proper,2/24/2023,2/25/2023
,Colombo Proper,2/25/2023,2/26/2023
0.00017386,Colombo Proper,2/26/2023,2/27/2023
0.000113236,Colombo Proper,2/27/2023,2/28/2023
,Colombo Proper,2/28/2023,3/1/2023
0.000241334,Colombo Proper,3/1/2023,3/2/2023
,Colombo Proper,3/2/2023,3/3/2023
0.000256102,Colombo Proper,3/3/2023,3/4/2023
,Colombo Proper,3/4/2023,3/5/2023
0.000204067,Colombo Proper,3/5/2023,3/6/2023
0.000242532,Colombo Proper,3/6/2023,3/7/2023
0.000279558,Colombo Proper,3/7/2023,3/8/2023
0.000114449,Colombo Proper,3/8/2023,3/9/2023
0.000284627,Colombo Proper,3/9/2023,3/10/2023
,Colombo Proper,3/10/2023,3/11/2023
0.0003996,Colombo Proper,3/11/2023,3/12/2023
0.000162386,Colombo Proper,3/12/2023,3/13/2023
6.24E-05,Colombo Proper,3/13/2023,3/14/2023
0.000255781,Colombo Proper,3/14/2023,3/15/2023
0.0003654,Colombo Proper,3/15/2023,3/16/2023
0.000238779,Colombo Proper,3/16/2023,3/17/2023
0.000234691,Colombo Proper,3/17/2023,3/18/2023
0.000165716,Colombo Proper,3/18/2023,3/19/2023
0.00013007,Colombo Proper,3/19/2023,3/20/2023
0.000134244,Colombo Proper,3/20/2023,3/21/2023
0.000135311,Colombo Proper,3/21/2023,3/22/2023
9.23E-05,Colombo Proper,3/22/2023,3/23/2023
0.000242683,Colombo Proper,3/23/2023,3/24/2023
0.000401722,Colombo Proper,3/24/2023,3/25/2023
0.00025712,Colombo Proper,3/25/2023,3/26/2023
0.000334485,Colombo Proper,3/26/2023,3/27/2023
0.000127567,Colombo Proper,3/27/2023,3/28/2023
0.000276685,Colombo Proper,3/28/2023,3/29/2023
3.46E-05,Colombo Proper,3/29/2023,3/30/2023
8.93E-05,Colombo Proper,3/30/2023,3/31/2023
0.000183086,Colombo Proper,3/31/2023,4/1/2023
0.000205333,Colombo Proper,4/1/2023,4/2/2023
0.000131604,Colombo Proper,4/2/2023,4/3/2023
7.43E-05,Colombo Proper,4/3/2023,4/4/2023
0.000256023,Colombo Proper,4/4/2023,4/5/2023
0.000173242,Colombo Proper,4/5/2023,4/6/2023
0.00039239,Colombo Proper,4/6/2023,4/7/2023
0.000225856,Colombo Proper,4/7/2023,4/8/2023
0.000384862,Colombo Proper,4/8/2023,4/9/2023
0.000224729,Colombo Proper,4/9/2023,4/10/2023
0.000206483,Colombo Proper,4/10/2023,4/11/2023
0.000191207,Colombo Proper,4/11/2023,4/12/2023
0.00029736,Colombo Proper,4/12/2023,4/13/2023
0.000256694,Colombo Proper,4/13/2023,4/14/2023
,Colombo Proper,4/14/2023,4/15/2023
9.27E-05,Colombo Proper,4/15/2023,4/16/2023
0.000151338,Colombo Proper,4/16/2023,4/17/2023
0.000175033,Colombo Proper,4/17/2023,4/18/2023
0.000285853,Colombo Proper,4/18/2023,4/19/2023
9.52E-05,Colombo Proper,4/19/2023,4/20/2023
0.000110318,Colombo Proper,4/20/2023,4/21/2023
0.000154653,Colombo Proper,4/21/2023,4/22/2023
,Colombo Proper,4/22/2023,4/23/2023
0.00015526,Colombo Proper,4/23/2023,4/24/2023
0.000238451,Colombo Proper,4/24/2023,4/25/2023
0.000284995,Colombo Proper,4/25/2023,4/26/2023
0.000240676,Colombo Proper,4/26/2023,4/27/2023
0.000212854,Colombo Proper,4/27/2023,4/28/2023
0.000230729,Colombo Proper,4/28/2023,4/29/2023
,Colombo Proper,4/29/2023,4/30/2023
,Colombo Proper,4/30/2023,5/1/2023
,Colombo Proper,5/1/2023,5/2/2023
,Colombo Proper,5/2/2023,5/3/2023
,Colombo Proper,5/3/2023,5/4/2023
0.000153263,Colombo Proper,5/4/2023,5/5/2023
